Identifies the type of dwelling involved in the sale,Identifies the general zoning classification of the sale,Linear feet of street connected to the property,Lot size in square feet,Type of road access to property,General shape of property,Flatness of the property,Type of utilities available,Lot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions if more than one is present,Type of dwelling,Style of dwelling,Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date same as construction date if no remodeling or additions,Type of roof,Roof material,Exterior covering on the house,Exterior covering on house if more than one material,Masonry veneer type,Masonry veneer area in square feet,Evaluates the quality of the material on the exterior,Evaluates the present condition of the material on the exterior,Type of foundation,Evaluates the height of the basement,Evaluate the general condition of the basement,Refers to walkout or garden-level walls,Rating of basement finished area,Type 1 finished square feet,Rating of basement finished area if multiple types,Type 2 finished square feet,Unfinished square feet of basement area,Total square feet of basement area,Type of heating,Heating quality and condition,Central air conditioning,Electrical system,First Floor square feet,Second floor square feet,Low quality finished square feet all floors,Above grade ground living area square feet,Basement full bathrooms,Basement half bathrooms,Full bathrooms above grade,Half baths above grade,Bedrooms above grade does not include basement bedrooms,Kitchens above grade,Kitchen Quality,Total rooms above grade does not include bathrooms,Home functionality Assume typical unless deductions are warranted,Number of fireplaces,Fireplace quality,Garage location,The year garage was built,Interior finish of the garage,Size of garage in car capacity,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Pool area in square feet,Value of miscellaneous feature,Month Sold,Year Sold,Type of sale,Condition of sale,Sale price
50,Residential Medium Density,0,5700,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,7,7,1926,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,572,572,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,572,539,0,1111,0,0,1,0,2,1,Average/Typical,5,Typical Functionality,1,Good-Masonry Fireplace on the main level,Detached from home,1982,Unfinished,1,288,Average/Typical,Average/Typical,Paved,0,0,176,0,0,8,2008,Warranty Deed-Conventional,Normal Sale,116900
70,Residential Medium Density,50,9000,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Old Town,Adjacent to arterial street,Normal,Single-family Detached,Two-story,7,9,1920,1988,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Good,Poured Contrete,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,624,Unfinished,0,26,650,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,832,650,0,1482,0,1,1,0,3,1,Average/Typical,7,Typical Functionality,0,No,Detached from home,1930,Unfinished,2,324,Average/Typical,Average/Typical,Paved,0,0,0,0,0,7,2009,Warranty Deed-Conventional,Normal Sale,143000
20,Residential Low-Density,57,8280,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,6,5,1950,1950,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,932,932,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),932,0,0,932,0,0,1,0,2,1,Good,4,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1950,Unfinished,1,306,Average/Typical,Average/Typical,Paved,0,0,214,0,0,11,2007,Warranty Deed-Conventional,Normal Sale,124000
20,Residential Low-Density,134,17755,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One story,5,4,1959,1959,Gable,Standard (Composite) Shingle,Hard Board,Plywood,Brick Face,132,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,176,Unfinished,0,1290,1466,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1466,0,0,1466,0,0,1,1,3,1,Fair,6,Typical Functionality,2,Good-Masonry Fireplace on the main level,Attached to the home,1959,Finished,2,528,Average/Typical,Average/Typical,Paved,0,140,0,0,0,11,2006,Warranty Deed-Conventional,Normal Sale,149900
20,Residential Low-Density,90,14115,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Crawford,Normal,Normal,Single-family Detached,One story,6,7,1956,2004,Gable,Standard (Composite) Shingle,Stone,Stone,None,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,296,Good Living Quarters,547,230,1073,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1811,0,0,1811,0,0,1,0,2,1,Excellent,6,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1956,Finished,2,470,Average/Typical,Average/Typical,Paved,0,0,280,0,0,7,2006,Warranty Deed-Conventional,"Abnormal Sale-trade, foreclosure, short sale",230000
30,Residential Medium Density,0,5890,Paved,Regular,Level,All public Utilities,Corner lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,Single-family Detached,One story,6,8,1930,2007,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0,Good,Good,Brick & Tile,Typical (80-89 inches),Typical-slight dampness allowed,Average Exposure,Average Living Quarters,538,Unfinished,0,278,816,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,816,0,0,816,0,0,1,0,2,1,Average/Typical,5,Typical Functionality,0,No,Detached from home,2002,Unfinished,1,432,Average/Typical,Average/Typical,Paved,0,0,96,0,0,6,2008,Warranty Deed-Conventional,Normal Sale,120500
60,Residential Low-Density,0,13700,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,Two-story,7,6,1965,1988,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,288,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,Good Exposure,Average Living Quarters,454,Unfinished,0,410,864,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,902,918,0,1820,0,0,1,2,4,1,Good,8,Typical Functionality,2,Good-Masonry Fireplace on the main level,Attached to the home,1965,Unfinished,2,492,Average/Typical,Average/Typical,Paved,60,84,0,0,0,5,2008,Warranty Deed-Conventional,Normal Sale,201800
20,Residential Low-Density,90,10768,Paved,Slightly irregular,Level,All public Utilities,Corner lot,Gentle slope,Veenker,Normal,Normal,Single-family Detached,One story,5,8,1976,2004,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0,Good,Good,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,Good Exposure,Average Living Quarters,1157,Unfinished,0,280,1437,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1437,0,0,1437,1,0,2,0,3,1,Good,6,Typical Functionality,1,Fair-Prefabricated Fireplace in the basement,Attached to the home,1976,Rough Finished,2,528,Average/Typical,Average/Typical,Paved,0,21,0,0,0,7,2007,Warranty Deed-Conventional,Normal Sale,218000
80,Residential Low-Density,85,9350,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,Split Level,5,8,1965,1999,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,None,0,Average/Typical,Good,Poured Contrete,Typical (80-89 inches),Typical-slight dampness allowed,Good Exposure,Average Living Quarters,633,Unfinished,0,586,1219,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1265,0,0,1265,0,1,2,0,3,1,Good,6,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1965,Rough Finished,2,502,Average/Typical,Average/Typical,Paved,0,92,0,0,0,10,2008,Warranty Deed-Conventional,Normal Sale,179900
120,Residential Low-Density,34,5001,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Twnhs,One story,7,5,2007,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,166,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,904,Unfinished,0,410,1314,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1314,0,0,1314,1,0,2,0,2,1,Good,6,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,2008,Rough Finished,2,626,Average/Typical,Average/Typical,Paved,172,62,0,0,0,7,2009,Warranty Deed-Conventional,Normal Sale,230000
20,Residential Low-Density,92,11932,Paved,Regular,Level,All public Utilities,Frontage on 2 sides of the property,Gentle slope,Somerset,Adjacent to feeder street,Normal,Single-family Detached,One story,8,5,2007,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,186,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,1580,1580,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1580,0,0,1580,0,0,2,0,3,1,Good,7,Typical Functionality,0,No,Attached to the home,2008,Rough Finished,3,830,Average/Typical,Average/Typical,Paved,0,24,0,0,0,6,2008,Contract Low Down,Home was not completed when last assessed (associated with New Homes),235128
60,Residential Low-Density,76,9120,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,Two-story,6,6,1974,1974,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,270,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,442,Unfinished,0,459,901,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,943,933,0,1876,0,0,2,1,4,1,Good,8,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1974,Rough Finished,2,540,Good,Average/Typical,Paved,0,69,0,0,0,7,2008,Warranty Deed-Conventional,Normal Sale,185000
160,Residential Low-Density,24,2280,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Northpark Villa,Normal,Normal,Twnhs,Two-story,6,5,1978,1978,Gable,Standard (Composite) Shingle,Plywood,Brk Cmn,None,0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,311,Unfinished,0,544,855,Gas forced warm air furnace,Fair,Yes,Standard Circuit Breakers & Romex,855,601,0,1456,0,0,2,1,3,1,Average/Typical,7,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1978,Unfinished,2,440,Average/Typical,Average/Typical,Paved,26,0,0,0,0,7,2010,Warranty Deed-Conventional,Normal Sale,146000
20,Residential Low-Density,0,14778,Paved,Slightly irregular,Low Depression,All public Utilities,Cul-de-sac,Gentle slope,Crawford,"Near positive off-site feature--park, greenbelt, etc.",Normal,Single-family Detached,One story,6,7,1954,2006,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,72,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,728,Unfinished,0,568,1296,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1640,0,0,1640,1,0,1,0,3,1,Good,7,Typical Functionality,1,Good-Masonry Fireplace on the main level,Detached from home,1993,Unfinished,2,924,Average/Typical,Average/Typical,Paved,108,0,0,0,0,11,2008,Warranty Deed-Conventional,Normal Sale,224000
20,Residential Low-Density,109,8724,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,5,5,1968,1968,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,492,Unfinished,0,402,894,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,894,0,0,894,0,0,1,0,3,1,Average/Typical,5,Typical Functionality,1,Poor-Ben Franklin Stove,Attached to the home,1968,Finished,2,450,Average/Typical,Average/Typical,Paved,0,0,0,0,0,5,2007,Warranty Deed-Conventional,Normal Sale,129000
90,Residential Low-Density,60,12900,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Sawyer,Adjacent to feeder street,Normal,Duplex,Split Foyer,4,4,1969,1969,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,Average Exposure,Good Living Quarters,1198,Unfinished,0,0,1198,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1258,0,0,1258,2,0,0,2,0,2,Average/Typical,6,Typical Functionality,0,No,Car Port,1969,Unfinished,2,400,Fair,Average/Typical,Paved,120,0,0,0,0,1,2008,Warranty Deed-Conventional,"Allocation-two linked properties with separate deeds,typically condo with a garage unit",108959
80,Residential Low-Density,0,16157,Paved,Slightly irregular,Level,All public Utilities,Frontage on 2 sides of the property,Gentle slope,Veenker,Adjacent to feeder street,Normal,Single-family Detached,Split Level,5,7,1978,1978,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,Good Exposure,Average Living Quarters,680,Average Rec Room,391,289,1360,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1432,0,0,1432,1,0,1,1,2,1,Good,5,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1978,Unfinished,2,588,Average/Typical,Average/Typical,Paved,168,180,0,0,0,6,2007,Warranty Deed-Conventional,Normal Sale,194000
20,Residential Low-Density,79,9541,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,One story,7,5,2009,2009,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,268,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,1502,1502,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1502,0,0,1502,0,0,2,0,3,1,Good,7,Typical Functionality,0,No,Attached to the home,2009,Rough Finished,2,644,Average/Typical,Average/Typical,Paved,0,114,0,0,0,9,2009,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),233170
20,Residential Low-Density,64,10475,Paved,Slightly irregular,Level,All public Utilities,Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,8,5,2008,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,72,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,Average Exposure,Unfinished,0,Unfinished,0,1694,1694,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1694,0,0,1694,0,0,2,0,3,1,Good,7,Typical Functionality,0,No,Attached to the home,2008,Rough Finished,3,776,Average/Typical,Average/Typical,Paved,160,33,0,0,0,2,2010,Warranty Deed-Conventional,Normal Sale,245350
60,Residential Low-Density,58,10852,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Gilbert,Adjacent to North-South Railroad,Normal,Single-family Detached,Two-story,6,5,2000,2000,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,786,Unfinished,0,173,959,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,959,712,0,1671,1,0,2,1,3,1,Average/Typical,7,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2000,Finished,2,472,Average/Typical,Average/Typical,Paved,0,38,0,0,0,2,2006,Warranty Deed-Conventional,Normal Sale,173000
70,Residential Low-Density,120,13728,Paved,Regular,Level,All public Utilities,Corner lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,Two-story,6,7,1935,1986,Hip,Standard (Composite) Shingle,Stucco,Stucco,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Rec Room,626,Unfinished,0,501,1127,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1236,872,0,2108,0,0,2,0,4,1,Good,7,Typical Functionality,2,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Basement Garage,1935,Unfinished,2,540,Average/Typical,Average/Typical,Paved,0,0,0,0,0,7,2008,Warranty Deed-Conventional,Normal Sale,235000
60,Residential Low-Density,118,35760,Paved,Slightly irregular,Level,All public Utilities,Cul-de-sac,Gentle slope,Northridge,Normal,Normal,Single-family Detached,Two-story,10,5,1995,1996,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,1378,Good,Good,Poured Contrete,Excellent (100+ inches),Typical-slight dampness allowed,Good Exposure,Good Living Quarters,1387,Unfinished,0,543,1930,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1831,1796,0,3627,1,0,3,1,4,1,Good,10,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1995,Finished,3,807,Average/Typical,Average/Typical,Paved,361,76,0,0,0,7,2006,Warranty Deed-Conventional,Normal Sale,625000
80,Residential Low-Density,76,9880,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Mitchell,Normal,Normal,Single-family Detached,Split Level,6,6,1977,1977,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,Average Exposure,Average Living Quarters,522,Unfinished,0,574,1096,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1118,0,0,1118,1,0,1,0,3,1,Average/Typical,6,Typical Functionality,1,Poor-Ben Franklin Stove,Attached to the home,1977,Finished,1,358,Average/Typical,Average/Typical,Paved,203,0,0,576,0,7,2008,Warranty Deed-Conventional,Normal Sale,171000
20,Residential Low-Density,76,9120,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,6,6,1958,1958,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,662,Unfinished,0,599,1261,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1261,0,0,1261,1,0,1,0,3,1,Average/Typical,6,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1958,Rough Finished,2,433,Average/Typical,Average/Typical,Paved,0,0,0,0,1400,11,2008,Warranty Deed-Conventional,Normal Sale,163000
160,Floating Village Residential,35,4017,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Somerset,Normal,Normal,Townhouse End Unit,Two-story,7,5,2006,2007,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,625,625,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,625,625,0,1250,0,0,2,1,2,1,Good,5,Typical Functionality,0,No,Detached from home,2006,Finished,2,625,Average/Typical,Average/Typical,Paved,0,54,0,0,0,3,2008,Warranty Deed-Conventional,Normal Sale,171900
